Record_ID,Material_ID,DOI,Source_File,Support,Support_Type,Amine_1_or_Additive_1,Amine_Type,MW_Mn_g_mol,Organic_Content_pct,N_Content_mmol_g,Amine_2_or_Additive_2,Amine_2_or_Additive_2_Type,Amine_3_or_Additive_3,Amine_3_or_Additive_3_Type,BET_Bare_Surface_Area_m2_g,Bare_Pore_Volume_cm3_g,Average_Bare_Pore_Diameter_nm,BET_Surface_Area_m2_g,Pore_Volume_cm3_g,Average_Pore_Diameter_nm,Relative_Humidity_pct,CO2_Concentration,CO2_Concentration_vol_pct,Flow_Rate,Flow_Rate_mL_min,Interfering_Gases,Adsorption_Temperature_C,CO2_Test_Method,CO2_Capacity,CO2_Capacity_mmol_g,Amine_Efficiency,Amine_Efficiency_mmol_mmol,Heat_of_Adsorption_kJ_mol,Time_to_Half_Saturation,Time_to_90_Saturation,Kinetic_name,Kinetic_label,Kinetic_values,Kinetic_units,Kinetic_percent_saturation,Desorption_Gas,Desorption_Temperature_C,Desorption_Time,Weight_Loss_Stability_pct,Capacity_Loss_Stability_pct,Cycle_1_name,Cycle_1_label,Cycle_1_values,Cycle_1_units,Cycle_1_max_cycle,Cycle_2_name,Cycle_2_label,Cycle_2_values,Cycle_2_units,Cycle_2_max_cycle,Model_Name,Prompt_Name
M4_DEA_50%_M4_50%DEA__T25_BTC_pureCO2,M4_DEA_50%,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M4,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,51.63,12.006976744186048,0,,0,,451.5,0.54,4.75,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,109.0 mg/g,2.48,0.50 mmol/mmol,0.5,,,,,,,,,AIR,100.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M4_bare_M4_bare__T25_BTC_pureCO2,M4_bare,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M4,Porous Silica Materials,0,,,,,0,,0,,451.5,0.54,4.75,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,128.8 mg/g,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M1_AM-TEPA_50%_M1_50%AM-TEPA__T25_BTC_pureCO2,M1_AM-TEPA_50%,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M1,Porous Silica Materials,AM-TEPA,Small-Molecule Polyamines,189.3,48.97,11.388372093023255,0,,0,,1027.2,0.73,2.85,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,65.9 mg/g,1.5,0.14 mmol/mmol,0.14,,,,,,,,,AIR,100.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M2_AM-TEPA_50%_M2_50%AM-TEPA__T25_BTC_pureCO2,M2_AM-TEPA_50%,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M2,Porous Silica Materials,AM-TEPA,Small-Molecule Polyamines,189.3,47.59,11.067441860465118,0,,0,,863.8,0.48,2.24,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,60.3 mg/g,1.37,0.11 mmol/mmol,0.11,,,,,,,,,AIR,100.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M3_AM-TEPA_50%_M3_50%AM-TEPA__T25_BTC_pureCO2,M3_AM-TEPA_50%,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M3,Porous Silica Materials,AM-TEPA,Small-Molecule Polyamines,189.3,48.43,11.262790697674419,0,,0,,1052.6,0.69,2.62,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,90.1 mg/g,2.05,0.16 mmol/mmol,0.16,,,,,,,,,AIR,100.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M3_AM-TEPA_30%_M3_30%AM-TEPA__T25_BTC_pureCO2,M3_AM-TEPA_30%,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M3,Porous Silica Materials,AM-TEPA,Small-Molecule Polyamines,189.3,30.0,6.976744186046512,0,,0,,1052.6,0.69,2.62,,,,0.0,100 vol%,100.0,80 mL/min,80.0,,25.0,BTC,90.2 mg/g,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M4_AM-TEPA_50%_T85_M4_50%AM-TEPA__T85_BTC_pureCO2,M4_AM-TEPA_50%_T85,10.1021/ie300234k,003.pdf-id_comprehensive_extraction.json,M4,Porous Silica Materials,AM-TEPA,Small-Molecule Polyamines,189.3,48.92,11.376744186046512,0,,0,,451.5,0.54,4.75,4.94,0.0375,2.85,0.0,100 vol%,100.0,80 mL/min,80.0,,85.0,BTC,97.8 mg/g,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_40%_SBA-15_40%TEPA__T25_BTC_400ppmCO2,SBA-15_TEPA_40%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.0,40.0,13.2,0,,0,,991.9,1.076,4.33914709144067,105.0,0.24,9.142857142857142,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.62 mmol/g,1.62,0.17 CO2/N,0.17,,25.0,62.49999999999999,Fixed-Bed Breakthrough Testing; TG Curve/ CO2 adsorption profile,Capacity (mmol CO2 g-1); Adsorption rate (mmol g-1 min-1),"[[0, 0.0], [10, 0.42], [20, 0.85], [30, 1.2], [40, 1.48], [50, 1.68], [60, 1.82], [70, 1.92], [80, 2.0], [90, 2.05]]; [[0, 0.042], [12, 0.038], [24, 0.034], [36, 0.029], [48, 0.024], [60, 0.018], [72, 0.012], [84, 0.008], [96, 0.005], [108, 0.003]]","Time (min), Capacity (mmol CO2 g-1); Time (min), Adsorption rate (mmol g-1 min-1)","['-', '-']; ['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.72], [2, 1.7], [3, 1.69], [4, 1.68], [5, 1.67]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_40%_SBA-15_40%TEPA__T80_TSA_air,SBA-15_TEPA_40%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.0,40.0,13.2,0,,0,,991.9,1.076,4.33914709144067,105.0,0.24,9.142857142857142,21.0,400 ppm,0.04,,,,80.0,TSA,,,,,,,,,,,,,AIR,80.0,12.0,,4.0,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_CTAB_10%_SBA-15_10%CTAB_40%TEPA_T25_BTC_400ppmCO2,SBA-15_CTAB_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,CTAB,Additive,364.0,40.0,12.6,CTAB,Additive,0,,991.9,1.076,4.33914709144067,48.0,0.12,10.0,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.54 mmol/g,1.54,0.17 CO2/N,0.17,,24.24242424242424,60.24999999999999,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.38], [20, 0.75], [30, 1.08], [40, 1.32], [50, 1.48], [60, 1.6], [70, 1.68], [80, 1.74], [90, 1.78]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.7], [2, 1.69], [3, 1.68], [4, 1.67], [5, 1.66]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA_10%_SBA-15_10%DEA_40%TEPA_T25_BTC_400ppmCO2,SBA-15_DEA_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.0,40.0,14.54,DEA,Small-Molecule Polyamines,0,,991.9,1.076,4.33914709144067,68.0,0.15,8.823529411764707,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,2.27 mmol/g,2.27,0.22 CO2/N,0.22,,23.157894736842103,57.66666666666668,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.45], [20, 0.92], [30, 1.3], [40, 1.58], [50, 1.78], [60, 1.9], [70, 1.98], [80, 2.04], [90, 2.08]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.45], [2, 1.42], [3, 1.4], [4, 1.39], [5, 1.38]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA_10%_SBA-15_10%DEA_40%TEPA_T80_TSA_air,SBA-15_DEA_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.0,40.0,14.54,DEA,Small-Molecule Polyamines,0,,991.9,1.076,4.33914709144067,68.0,0.15,8.823529411764707,21.0,400 ppm,0.04,,,,80.0,TSA,,,,,,,,,,,,,AIR,80.0,12.0,,2.5,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_P123_10%_SBA-15_10%P123_40%TEPA_T25_BTC_400ppmCO2,SBA-15_P123_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,P123,Additive,5800.0,40.0,12.8,P123,Additive,0,,991.9,1.076,4.33914709144067,41.0,0.11,10.731707317073171,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.60 mmol/g,1.6,0.18 CO2/N,0.18,,25.625,60.49999999999999,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.35], [20, 0.7], [30, 1.02], [40, 1.28], [50, 1.46], [60, 1.58], [70, 1.66], [80, 1.72], [90, 1.76]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.25], [2, 1.23], [3, 1.22], [4, 1.21], [5, 1.2]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PC_10%_SBA-15_10%PC_40%TEPA_T25_BTC_400ppmCO2,SBA-15_PC_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PC,Additive,314.0,40.0,12.8,PC,Additive,0,,991.9,1.076,4.33914709144067,54.0,0.13,9.62962962962963,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.40 mmol/g,1.4,0.15 CO2/N,0.15,,25.27777777777778,63.80000000000001,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.4], [20, 0.82], [30, 1.18], [40, 1.45], [50, 1.64], [60, 1.78], [70, 1.88], [80, 1.96], [90, 2.02]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.2], [2, 1.18], [3, 1.17], [4, 1.16], [5, 1.15]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEG200_10%_SBA-15_10%PEG200_40%TEPA_T25_BTC_400ppmCO2,SBA-15_PEG200_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEG200,Additive,200.0,40.0,12.9,PEG200,Additive,0,,991.9,1.076,4.33914709144067,62.0,0.13,8.387096774193548,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,2.05 mmol/g,2.05,0.22 CO2/N,0.22,,22.250000000000004,53.83333333333335,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.48], [20, 0.98], [30, 1.38], [40, 1.68], [50, 1.88], [60, 2.0], [70, 2.08], [80, 2.12], [90, 2.14]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.3], [2, 1.28], [3, 1.27], [4, 1.26], [5, 1.25]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEG200_10%_SBA-15_10%PEG200_40%TEPA_T80_TSA_air,SBA-15_PEG200_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEG200,Additive,200.0,40.0,12.9,PEG200,Additive,0,,991.9,1.076,4.33914709144067,62.0,0.13,8.387096774193548,21.0,400 ppm,0.04,,,,80.0,TSA,,,,,,,,,,,,,AIR,80.0,12.0,,1.9,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_SDS_10%_SBA-15_10%SDS_40%TEPA_T25_BTC_400ppmCO2,SBA-15_SDS_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,SDS,Additive,288.0,40.0,12.9,SDS,Additive,0,,991.9,1.076,4.33914709144067,38.0,0.08,8.421052631578947,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.63 mmol/g,1.63,0.18 CO2/N,0.18,,26.33333333333333,61.49999999999999,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.32], [20, 0.65], [30, 0.95], [40, 1.2], [50, 1.38], [60, 1.5], [70, 1.58], [80, 1.64], [90, 1.68]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.1], [2, 1.08], [3, 1.07], [4, 1.06], [5, 1.05]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_Span80_10%_SBA-15_10%Span80_40%TEPA_T25_BTC_400ppmCO2,SBA-15_Span80_10%,10.1002/sus2.141,004.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,Span80,Additive,429.0,40.0,12.7,Span80,Additive,0,,991.9,1.076,4.33914709144067,56.0,0.16,11.428571428571429,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.42 mmol/g,1.42,0.17 CO2/N,0.17,,25.26315789473685,63.20000000000002,Fixed-Bed Breakthrough Testing,Capacity (mmol CO2 g-1),"[[0, 0.0], [10, 0.41], [20, 0.84], [30, 1.22], [40, 1.5], [50, 1.7], [60, 1.84], [70, 1.94], [80, 2.02], [90, 2.08]]","Time (min), Capacity (mmol CO2 g-1)","['-', '-']",,,,,,Cyclic CO2 profile,Capacity (mmol CO2 g-1),"[[1, 1.05], [2, 1.03], [3, 1.02], [4, 1.01], [5, 1.0]]","Cycle number, Capacity (mmol CO2 g-1)",5.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_30%_SNP_30%PEI__T75_BTC_15vol%CO2_60mL/min,SNP_PEI_30%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,30.0,6.976744186046512,0,,0,,1005.35,1.72,6.84,142.01,0.639,18.01,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,2.0 mmol/g,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_40%_SNP_40%PEI__T75_BTC_15vol%CO2_60mL/min,SNP_PEI_40%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,40.0,9.30232558139535,0,,0,,1005.35,1.72,6.84,107.89,0.45,16.67,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,1.79 mmol/g,1.79,,,,74.58333333333333,321.9999999999999,Fixed-Bed Breakthrough Testing,Adsorption capacity (mmol CO₂/g),"[[0, 0.0], [100, 1.2], [200, 1.5], [300, 1.6], [500, 1.7], [750, 1.75], [1000, 1.77], [1250, 1.78], [1500, 1.79], [1800, 1.79]]","Time (min), Adsorption capacity (mmol CO₂/g)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_50%_SNP_50%PEI__T75_BTC_15vol%CO2_60mL/min,SNP_PEI_50%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.0,11.627906976744187,0,,0,,1005.35,1.72,6.84,66.18,0.322,19.47,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,3.2 mmol/g,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_60%_SNP_60%PEI__T75_BTC_15vol%CO2_60mL/min,SNP_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,1005.35,1.72,6.84,21.67,0.133,24.49,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,3.68 mmol/g,3.68,0.2637 mmol/mmol,0.2637,51.91,163.88888888888886,497.49999999999983,Fixed-Bed Breakthrough Testing; TG Curve/ CO2 adsorption profile,Adsorption capacity (mmol CO₂/g); Adsorption amount (mmol CO₂),"[[0, 0.0], [100, 1.2], [200, 2.1], [300, 2.7], [400, 3.0], [500, 3.2], [600, 3.3], [800, 3.4], [1200, 3.5], [1800, 3.55]]; [[0, 0.0], [300, 1.2], [600, 2.1], [900, 2.6], [1200, 2.9], [1500, 3.1], [1800, 3.25], [2100, 3.35], [2400, 3.42], [2700, 3.46], [3000, 3.48]]","Time (min), Adsorption capacity (mmol CO₂/g); Time (s), Adsorption amount (mmol CO₂)","['-', '-']; ['-', '-']",,,,,,Cyclic CO2 profile,Adsorption capacity (mmol/g),"[[1, 4.0], [2, 3.8], [3, 3.9], [4, 4.1], [5, 4.0], [6, 3.6], [7, 3.9], [8, 4.1], [9, 4.0], [10, 3.9]]",mmol/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_60%_SNP_60%PEI__T25_BTC_15vol%CO2_60mL/min,SNP_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,1005.35,1.72,6.84,21.67,0.133,24.49,0.0,15 vol%,15.0,60 mL/min,60.0,,25.0,BTC,2.0 mmol/g,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_60%_SNP_60%PEI__T50_BTC_15vol%CO2_60mL/min,SNP_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,1005.35,1.72,6.84,21.67,0.133,24.49,0.0,15 vol%,15.0,60 mL/min,60.0,,50.0,BTC,2.7 mmol/g,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_60%_SNP_60%PEI__T90_BTC_15vol%CO2_60mL/min,SNP_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,1005.35,1.72,6.84,21.67,0.133,24.49,0.0,15 vol%,15.0,60 mL/min,60.0,,90.0,BTC,3.3 mmol/g,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNP_PEI_70%_SNP_70%PEI__T75_BTC_15vol%CO2_60mL/min,SNP_PEI_70%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNP,Porous Silica Materials,PEI,Polymeric Amines,600.0,70.0,16.27906976744186,0,,0,,1005.35,1.72,6.84,,,,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,3.93 mmol/g,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_30%_SNH_30%PEI__T75_BTC_15vol%CO2_60mL/min,SNH_PEI_30%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,30.0,6.976744186046512,0,,0,,530.89,0.789,5.95,222.22,0.479,8.63,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,2.0 mmol/g,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_40%_SNH_40%PEI__T75_BTC_15vol%CO2_60mL/min,SNH_PEI_40%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,40.0,9.30232558139535,0,,0,,530.89,0.789,5.95,11.54,0.034,11.62,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,2.49 mmol/g,2.49,,,,88.92857142857144,441.0000000000004,Fixed-Bed Breakthrough Testing,Adsorption capacity (mmol CO₂/g),"[[0, 0.0], [100, 1.4], [200, 1.8], [300, 2.1], [500, 2.3], [750, 2.4], [1000, 2.45], [1250, 2.47], [1500, 2.48], [1800, 2.49]]","Time (min), Adsorption capacity (mmol CO₂/g)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_50%_SNH_50%PEI__T75_BTC_15vol%CO2_60mL/min,SNH_PEI_50%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.0,11.627906976744187,0,,0,,530.89,0.789,5.95,6.98,0.018,10.38,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,2.7 mmol/g,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_60%_SNH_60%PEI__T75_BTC_15vol%CO2_60mL/min,SNH_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,530.89,0.789,5.95,4.47,0.013,11.4,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,3.15 mmol/g,3.15,0.2257 mmol/mmol,0.2257,,158.33333333333331,560.0000000000001,Fixed-Bed Breakthrough Testing,Adsorption capacity (mmol CO₂/g),"[[0, 0.0], [100, 1.2], [200, 1.8], [300, 2.2], [400, 2.5], [500, 2.7], [600, 2.85], [800, 2.95], [1200, 3.05], [1800, 3.1]]","Time (min), Adsorption capacity (mmol CO₂/g)","['-', '-']",,,,,,Cyclic CO2 profile,Adsorption capacity (mmol/g),"[[1, 3.2], [2, 3.0], [3, 3.0], [4, 2.9], [5, 3.0], [6, 2.8], [7, 2.9], [8, 2.9], [9, 2.8], [10, 2.7]]",mmol/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_60%_SNH_60%PEI__T25_BTC_15vol%CO2_60mL/min,SNH_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,530.89,0.789,5.95,4.47,0.013,11.4,0.0,15 vol%,15.0,60 mL/min,60.0,,25.0,BTC,2.1 mmol/g,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_60%_SNH_60%PEI__T50_BTC_15vol%CO2_60mL/min,SNH_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,530.89,0.789,5.95,4.47,0.013,11.4,0.0,15 vol%,15.0,60 mL/min,60.0,,50.0,BTC,2.8 mmol/g,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNH_PEI_60%_SNH_60%PEI__T90_BTC_15vol%CO2_60mL/min,SNH_PEI_60%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNH,Porous Silica Materials,PEI,Polymeric Amines,600.0,60.0,13.953488372093023,0,,0,,530.89,0.789,5.95,4.47,0.013,11.4,0.0,15 vol%,15.0,60 mL/min,60.0,,90.0,BTC,3.2 mmol/g,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNT_PEI_30%_SNT_30%PEI__T75_BTC_15vol%CO2_60mL/min,SNT_PEI_30%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNT,Porous Silica Materials,PEI,Polymeric Amines,600.0,30.0,6.976744186046512,0,,0,,365.19,0.335,3.66,15.02,0.051,13.55,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,1.4 mmol/g,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNT_PEI_40%_SNT_40%PEI__T75_BTC_15vol%CO2_60mL/min,SNT_PEI_40%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNT,Porous Silica Materials,PEI,Polymeric Amines,600.0,40.0,9.30232558139535,0,,0,,365.19,0.335,3.66,9.23,0.028,12.19,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,1.64 mmol/g,1.64,,,,105.0,452.0,Fixed-Bed Breakthrough Testing,Adsorption capacity (mmol CO₂/g),"[[0, 0.0], [100, 0.8], [200, 1.2], [300, 1.4], [500, 1.5], [750, 1.55], [1000, 1.6], [1250, 1.62], [1500, 1.63], [1800, 1.64]]","Time (min), Adsorption capacity (mmol CO₂/g)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SNT_PEI_50%_SNT_50%PEI__T75_BTC_15vol%CO2_60mL/min,SNT_PEI_50%,10.1021/acs.energyfuels.3c02384,005.pdf-id_comprehensive_extraction.json,SNT,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.0,11.627906976744187,0,,0,,365.19,0.335,3.66,3.25,0.013,16.59,0.0,15 vol%,15.0,60 mL/min,60.0,,75.0,BTC,2.18 mmol/g,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
